Number,Descriptor,Context,CharLimit,Text
03768,item.name.the_guy_who_saved_me_from_that_strange_sentence,Item names or description,192,救我脫離那個奇怪水晶的人留下了這把鑰匙，也許我應該進一步調查
03769,credits.production_babies_header,Credits,64,開發期間新生兒
03770,skill.hunter.desc.grenade_range_flashbang_immunity_alt,Hunter Skill Description,256,手榴彈的爆炸範圍增加30% ，且不再傷害或致盲自己
03771,quest.desc.sewers_rotfang_scientists_alt,Quest description,None,嗨，獵人！\n還記得那次你去下水道嗎？醫生告訴我，有科學家報告說那裏有奇怪的動靜。\n他們懷疑是從腐牙出沒的區域傳來的。去看看，重點檢查機器之類的東西。\n完成這次任務，你將獲得科學家陣營的聲望。
03772,dialogue.horizon_docks_reworded,Dialogue,None,聽說工業區出現了一個自稱爲地平線的新組織。\n他們既不是軍隊，也不是匪幫，而是裝備精良、意圖不明的企業人員。\n他們封鎖了碼頭，靠近的人要麼拿錢離開...要麼就消失。
03773,credits.lead_marketing_artist,Credits,64,首席市場美術
03774,credits.social_media_manager,Credits,64,社交媒體經理
03775,credits.executive_producer,Credits,64,執行製作人
03776,credits.head_of_communications,Credits,64,傳播負責人
03777,credits.localization,Credits,64,翻譯
03778,credits.lockit_qa,Credits,64,翻譯 QA
03779,credits.studio_director,Credits,64,工作坊總監
03780,credits.localization_manager,Credits,64,翻譯經理
03781,credits.russian,Credits,64,俄語
03782,credits.chinese_simplified,Credits,64,簡體中文
03783,credits.german,Credits,64,德語
03784,credits.japanese,Credits,64,日語
03785,credits.korean,Credits,64,韓語
03786,credits.portuguese_brazil,Credits,64,葡萄牙語（巴西）
03787,credits.spanish_europe,Credits,64,西班牙語（歐洲）
03788,credits.spanish_latin_america,Credits,64,西班牙語（拉美）
03789,credits.font_creation,Credits,64,字體制作
03790,achievement.name.that_must_ve_hurt,Achievement Name,48,那一定很痛
03791,achievement.name.ready_for_action,Achievement Name,48,整裝待發
03792,achievement.name.signal_found,Achievement Name,48,發現信號
03793,achievement.name.pirate_radio,Achievement Name,48,海盜電臺
03794,achievement.name.hoarder_s_paradise,Achievement Name,48,囤積狂
03795,achievement.name.skin_in_the_game,Achievement Name,48,盛裝入場
03796,achievement.name.railway_collector,Achievement Name,48,鐵路收藏家
03797,achievement.name.corporate_climber,Achievement Name,48,公司骨幹
03798,achievement.name.way_cleared,Achievement Name,48,道路暢通
03799,achievement.name.expand_your_horizons,Achievement Name,48,通往無限
03800,achievement.name.made_devil_cry,Achievement Name,48,“惡魔五月哭”
03801,achievement.name.my_bloody_valentine,Achievement Name,48,血腥情人節
03802,achievement.name.lab_assistant,Achievement Name,48,實驗室助手
03803,achievement.name.not_easy_being_green,Achievement Name,48,要想生活過得去
03804,achievement.name.beat_around_the_bush,Achievement Name,48,捕風捉影
03805,achievement.name.shadow_of_zakov,Achievement Name,48,扎科夫的陰影
03806,achievement.name.fashion_show,Achievement Name,48,時裝秀
03807,achievement.name.hail_to_the_rotking_baby,Achievement Name,48,向王致意
03808,achievement.name.dead_drop,Achievement Name,48,死信箱
03809,achievement.name.one_man_s_trash,Achievement Name,48,獨屬一人
03810,achievement.name.crystal_clear,Achievement Name,48,澄澈如初
03811,achievement.name.into_the_unknown,Achievement Name,48,直面未知
03812,achievement.desc.complete_the_prologue,Achievement Description,256,完成序章
03813,achievement.desc.complete_get_some_music_quest,Achievement Description,256,完成任務“搞點音樂”
03814,achievement.desc.play_your_first_track_on_the_radio,Achievement Description,256,在收音機上播放你的第一首曲目
03815,achievement.desc.fill_any_container_to_1000_of_a_single,Achievement Description,256,在任一收納盒中存放 1000+ 物品
03816,achievement.desc.unlock_your_first_train_skin,Achievement Description,256,解鎖第一個列車皮膚
03817,achievement.desc.unlock_all_six_train_skins,Achievement Description,256,解鎖全部六個列車皮膚
03818,achievement.desc.complete_crimson_corporation_questline,Achievement Description,256,完成深紅公司任務線
03819,achievement.desc.defeat_orel_leader_of_the_makeshift_camp,Achievement Description,256,擊殺奧廖爾[臨時營地]
03820,achievement.desc.defeat_voss_commander_of_horizon,Achievement Description,256,擊殺地平線指揮官沃斯
03821,achievement.desc.defeat_the_devil_in_the_parking_lot,Achievement Description,256,擊殺惡魔[商場地下停車場]
03822,achievement.desc.defeat_valentine_in_zakov_city,Achievement Description,256,擊殺瓦倫丁[扎科夫]
03823,achievement.desc.obtain_450_reputation_with_scientists,Achievement Description,256,在科學家陣營中達到450點聲望
03824,achievement.desc.complete_the_green_army_s_questline,Achievement Description,256,完成綠軍的任務線
03825,achievement.desc.defeat_the_phantom_of_the_swamp,Achievement Description,256,擊殺幻影[沼澤]
03826,achievement.desc.complete_the_secret_ending,Achievement Description,256,完成彩蛋結局
03827,achievement.desc.own_each_of_the_bosses_unique_armors,Achievement Description,256,收集齊各個Boss的專屬護甲
03828,achievement.desc.defeat_rotking_who_hides_in_the_sewers,Achievement Description,256,擊殺腐爛之王[沼澤下水道]
03829,achievement.desc.loot_the_phantom_s_hidden_stash,Achievement Description,256,搜刮幻影的物資藏匿點
03830,achievement.desc.find_mr_junk,Achievement Description,256,找到垃圾佬
03831,achievement.desc.defeat_the_outer_deity,Achievement Description,256,擊敗外神
03832,achievement.desc.complete_unknown_s_questline,Achievement Description,256,完成神祕人的任務線
03833,item.context.detach_suppressor,Item Context Usage,12,拆卸槍口
03834,item.context.detach_att_1,Item Context Usage,12,拆卸 1 號配件
03835,item.context.detach_att_2,Item Context Usage,12,拆卸 2 號配件
03836,item.context.detach_att_3,Item Context Usage,12,拆卸 3 號配件
03837,item.context.detach_att_4,Item Context Usage,12,拆卸 4 號配件
03838,ui.shootingrange.green_is_with_mastery,Shooting range displayed data,16,技能加成
03839,faction.inter.no_armor,Interfactions,48,無護甲
03840,faction.inter.class_1,Interfactions,48,1 級護甲
03841,faction.inter.class_2,Interfactions,48,2 級護甲
03842,faction.inter.class_3,Interfactions,48,3 級護甲
03843,faction.inter.class_4,Interfactions,48,4 級護甲
03844,faction.inter.class_5,Interfactions,48,5 級護甲
03845,faction.inter.class_6,Interfactions,48,6 級護甲
03846,ui.all_dummies_resetted,User Interface,128,已重置所有假人
03847,ui.no_armor_selected,User Interface,128,已選擇無護甲假人
03848,ui.class_1_armor_selected,User Interface,128,已選擇 1 級護甲假人
03849,ui.class_2_armor_selected,User Interface,128,已選擇 2 級護甲假人
03850,ui.class_3_armor_selected,User Interface,128,已選擇 3 級護甲假人
03851,ui.class_4_armor_selected,User Interface,128,已選擇 4 級護甲假人
03852,ui.class_5_armor_selected,User Interface,128,已選擇 5 級護甲假人
03853,ui.class_6_armor_selected,User Interface,128,已選擇 6 級護甲假人
03854,item.name.dispaly_markers_to_help_locating_npc,Item names or description,192,標記地堡中的 NPC
03855,spawn.page.module,Spwan Pages,48,模組
03856,spawn.page.book,Spwan Pages,48,書和鑰匙
03857,spawn.page.generic,Spwan Pages,48,雜物
03858,spawn.page.consumable,Spwan Pages,48,消耗品
03859,spawn.page.attachment,Spwan Pages,48,配件
03860,spawn.page.weapon,Spwan Pages,48,武器
03861,ui.not_enough_roubles_caps,User Interface,128,盧布不足
03862,ui.position_already_occupied,User Interface,128,配件位已滿
03863,chest.repair_kit_box,Chests,64,修理套件箱
03864,spawn.page.container,Spwan Pages,48,收納盒
03865,chest.quest_chest,Chests,64,任務物品箱
03866,ui.failed_to_get_a_free_spot_please_try,User Interface,128,無效位置，請重試
03867,ui.stash_location_added_to_the_minimap,User Interface,128,已添加藏匿點到小地圖
03868,ui.you_can_only_use_this_item_in_the_swamp,User Interface,128,只能在沼澤使用此物品
03869,ui.weapon,"User Interface, exit screen",40,武器：
03870,ui.ammo,"User Interface, exit screen",40,彈藥：
03871,ui.this_container_is_empty,User Interface,128,此收納盒是空的
03872,ui.this_container_is_full,User Interface,128,此收納盒已滿！
03873,chest.camera,Chests,64,攝像機
03874,item.name.cassette_hunters_guitar_track,Item Name,32,磁帶 - 獵人吉他曲
03875,item.name.cassette_zero_sievert_ost,Item Name,32,磁帶 - 零希沃特原聲帶
03876,item.name.cassette_apple_tree,Item Name,32,磁帶 - 蘋果樹
03877,item.name.cassette_lovely_day,Item Name,32,磁帶 - 美好的一天
03878,item.name.cassette_monday_blues,Item Name,32,磁帶 - 星期一的憂鬱
03879,item.name.cassette_the_classic,Item Name,32,磁帶 - 經典
03880,item.name.cassette_the_secret,Item Name,32,磁帶 - 祕密
03881,item.name.cassette_window_glance,Item Name,32,磁帶 - 窗外一瞥
03882,item.name.cassette_my_home_the_zone,Item Name,32,磁帶 - 我的家，扎科夫
03883,item.name.cassette_funky_junk,Item Name,32,磁帶 - 動感廢品
03884,item.name.cassette_colours,Item Name,32,磁帶 - 色彩
03885,item.name.cassette_country_roads,Item Name,32,磁帶 - 鄉村路
03886,item.name.cassette_fireplace_folk,Item Name,32,磁帶 - 爐邊民謠
03887,item.name.cassette_forest_walk,Item Name,32,磁帶 - 森林漫步
03888,item.name.cassette_guitar_dance,Item Name,32,磁帶 - 吉他之舞
03889,item.name.cassette_lazy_sunday,Item Name,32,磁帶 - 慵懶週日
03890,item.name.cassette_mellow_morning,Item Name,32,磁帶 - 柔和清晨
03891,item.name.cassette_old_friend,Item Name,32,磁帶 - 老朋友
03892,item.name.cassette_spring_time,Item Name,32,磁帶 - 春日時光
03893,item.name.cassette_train_station,Item Name,32,磁帶 - 火車站
03894,credits.track.hunters_guitar_track,Track Name,48,獵人吉他曲
03895,credits.track.zero_sievert_ost,Track Name,48,零希沃特原聲帶
03896,credits.track.apple_tree,Track Name,48,蘋果樹
03897,credits.track.lovely_day,Track Name,48,美好的一天
03898,credits.track.monday_blues,Track Name,48,星期一的憂鬱
03899,credits.track.the_classic,Track Name,48,經典
03900,credits.track.the_secret,Track Name,48,祕密
03901,credits.track.window_glance,Track Name,48,窗外一瞥
03902,credits.track.my_home_the_zone,Track Name,48,我的家，封鎖區
03903,credits.track.funky_junk,Track Name,48,動感廢品
03904,credits.track.colours,Track Name,48,色彩
03905,credits.track.country_roads,Track Name,48,鄉村路
03906,credits.track.fireplace_folk,Track Name,48,爐邊民謠
03907,credits.track.forest_walk,Track Name,48,森林漫步
03908,credits.track.guitar_dance,Track Name,48,吉他之舞
03909,credits.track.lazy_sunday,Track Name,48,慵懶週日
03910,credits.track.mellow_morning,Track Name,48,柔和清晨
03911,credits.track.old_friend,Track Name,48,老朋友
03912,credits.track.spring_time,Track Name,48,春日時光
03913,credits.track.train_station,Track Name,48,火車站
03914,credits.artist.kupfergruen,Artist Name,48,庫普弗格倫
03915,credits.artist.igor,Artist Name,48,伊戈爾
03916,credits.artist.kylel,Artist Name,48,KyleL
03917,credits.artist.mrjunk,Artist Name,48,垃圾佬
03918,credits.artist.the_loners,Artist Name,48,獨狼
03919,faction.inter.track_info,Interfactions,48,曲目信息
03920,ui.no_casssette_found,User Interface,128,未找到磁帶！
03921,ui.track_unlocked,User Interface,128,已解鎖曲目
03922,npc.phantom,NPCs,48,幻影
03923,trade.barter.phantom_s_stash_coordinate,Barter,72,幻影的物資藏匿點座標
03924,chest.phantom_s_stash,Chests,64,幻影的物資藏匿點
03925,map.marker.phantom_s_stash,Marker names,48,幻影的物資藏匿點
03926,trade.barter.special_tool_box_sawmill_indoor,Barter,72,特殊工具箱[鋸木廠室內]
03927,trade.barter.special_tool_box_sawmill_outdoor,Barter,72,特殊工具箱[鋸木廠室外]
03928,trade.barter.rare_vodka,Barter,72,高品質的伏特加
03929,trade.barter.police_briefcase,Barter,72,警用公事包
03930,trade.barter.rare_circuit,Barter,72,稀有電路
03931,trade.barter.good_condition_car_battery,Barter,72,狀況良好的汽車電池
03932,trade.barter.motel_briefcase,Barter,72,汽車旅館公事包
03933,trade.barter.special_tool_box_old_train_station,Barter,72,特殊工具箱[舊火車站]
03934,trade.barter.laboratory_documents_1,Barter,72,實驗室 1 號檔案
03935,trade.barter.laboratory_documents_2,Barter,72,實驗室 2 號檔案
03936,trade.barter.special_tool_box_sewer,Barter,72,特殊工具箱[下水道]
03937,trade.barter.rotor_sewer,Barter,72,轉子[下水道]
03938,trade.barter.briefcase_sewer,Barter,72,公事包[下水道]
03939,trade.barter.usb_data_1_mall,Barter,72,1 號 USB[商場]
03940,trade.barter.rare_whisky_mall,Barter,72,高品質的威士忌[商場]
03941,trade.barter.shoes_mall,Barter,72,鞋[商場]
03942,trade.barter.special_tool_box_1_mall,Barter,72,1號特殊工具箱[商場]
03943,trade.barter.dumbell_mall,Barter,72,啞鈴[商場]
03944,trade.barter.med_box_mall,Barter,72,醫療箱[商場]
03945,trade.barter.rotor_1_mall,Barter,72,1號轉子[商場]
03946,trade.barter.toilet_paper_mall,Barter,72,衛生紙[商場]
03947,trade.barter.gamestation_mall,Barter,72,遊戲機[商場]
03948,trade.barter.box_of_ammo_mall,Barter,72,彈藥箱[商場]
03949,trade.barter.sapphire_necklace_mall,Barter,72,藍寶石項鍊[商場]
03950,trade.barter.rotor_2_mall,Barter,72,2 號轉子[商場]
03951,trade.barter.usb_data_2_mall,Barter,72,2 號 USB[商場]
03952,trade.barter.special_tool_box_2_mall,Barter,72,2號特殊工具箱[商場]
03953,trade.barter.cctv_camera_1_mall,Barter,72,1號監控攝像頭[商場]
03954,trade.barter.cctv_camera_2_mall,Barter,72,2號監控攝像頭[商場]
03955,trade.barter.concrete_bag_industrial_area,Barter,72,水泥箱[工業區]
03956,trade.barter.rotor_industrial_area,Barter,72,轉子[工業區]
03957,trade.barter.special_tool_box_1_industrial_area,Barter,72,1號特殊工具箱[工業區]
03958,trade.barter.usb_data_1_industrial_area,Barter,72,1 號 USB[工業區]
03959,trade.barter.briefcase_industrial_area,Barter,72,公事包[工業區]
03960,trade.barter.electric_motor_industrial_area,Barter,72,電動馬達[工業區]
03961,trade.barter.car_battery_zakov,Barter,72,汽車電池[扎科夫]
03962,trade.barter.briefcase_1_zakov,Barter,72,1 號公事包[扎科夫]
03963,trade.barter.briefcase_2_zakov,Barter,72,2 號公事包[扎科夫]
03964,trade.barter.special_tool_box_1_zakov,Barter,72,1號特殊工具箱[扎科夫]
03965,trade.barter.usb_data_1_zakov,Barter,72,1號USB[扎科夫]
03966,trade.barter.fire_station_documents_zakov,Barter,72,消防站檔案[扎科夫]
03967,trade.barter.police_station_documents_zakov,Barter,72,警察局檔案[扎科夫]
03968,trade.barter.gas_tank_zakov,Barter,72,氣罐[扎科夫]
03969,trade.barter.med_box_zakov,Barter,72,醫療箱[扎科夫]
03970,trade.barter.briefcase_3_zakov,Barter,72,3 號公事包[扎科夫]
03971,trade.barter.expensive_coffee_zakov,Barter,72,珍貴咖啡[扎科夫]
03972,trade.barter.sapphire_necklace_zakov,Barter,72,藍寶石項鍊[扎科夫]
03973,trade.barter.carton_of_cigarettes_zakov,Barter,72,條裝香菸[扎科夫]
03974,trade.barter.dumbell_zakov,Barter,72,啞鈴[扎科夫]
03975,trade.barter.shoes_1_zakov,Barter,72,1 號鞋[扎科夫]
03976,trade.barter.shoes_2_zakov,Barter,72,2 號鞋[扎科夫]
03977,trade.barter.expensive_wine_zakov,Barter,72,珍貴紅酒[扎科夫]
03978,trade.barter.book_zakov,Barter,72,書[扎科夫]
03979,trade.barter.pasta_zakov,Barter,72,義大利麵[扎科夫]
03980,trade.barter.cctv_zakov,Barter,72,監控攝像頭[扎科夫]
03981,trade.barter.usb_data_2_zakov,Barter,72,2 號 USB[扎科夫]
03982,trade.barter.briefcase_4_zakov,Barter,72,4 號公事包[扎科夫]
03983,trade.barter.briefcase_5_zakov,Barter,72,5 號公事包[扎科夫]
03984,trade.barter.briefcase_6_zakov,Barter,72,6 號公事包[扎科夫]
03985,ui.you_have_unlocked_a_new_train_type,User Interface,128,已解鎖列車塗裝
03986,settings.vsync,Settings option,64,垂直同步
03987,item.name.ghillie_suit,Item name,64,吉利服
03988,item.desc.enemies_take_longer_to_spot_you,Item Description,256,敵人初次發現你的速度會變慢
03989,npc.text.there_is_a_letter_in_a_camp_further_west,NPC text,64,西邊遠處的營地有封信。
03990,weapon.santa,Weapons,64,聖誕老人
03991,ammo.caliber.0_45,Bullet Calibers,16,.45 ACP
03992,map.generation.preparing_map_generation,Map Generation,64,正在準備生成地圖
03993,item.context.use_item,Item Context Usage,12,使用物品
03994,settings.ui_radiation_sound,Setting,64,UI輻射音效
03995,ui.1_location1,User Interface,40,[1] 地點 1
03996,ui.2_location2,User Interface,40,[2] 地點 2
03997,map.3h,Map weather forecast hours,8,3 小時
03998,map.6h,Map weather forecast hours,8,6 小時
03999,ui.popup.it_seems_the_game_failed_to_load,Startup error popup text,256,遊戲上次啓動時似乎未能正確加載
04000,ui.popup.try_again,Startup error popup text,24,重試
04001,workshop.not_loaded,Steam workshop mod upload,24,未加載
04002,settings.video.toggle_vertical_synchronization,Video setting,64,切換垂直同步
04003,settings.video.toggle_pixel_art_upscaling_filter,Video setting,256,切換像素畫放大濾鏡（減少像素「閃爍」，可能導致部分性能折損）
